timestamp,object,message
2026-06-24T07:49:55.528Z,backend,Get:5 http://deb.debian.org/debian trixie/main amd64 libctf-nobfd0 amd64 2.44-3 [156 kB]
2026-06-24T07:49:55.535Z,backend,Get:6 http://deb.debian.org/debian trixie/main amd64 libctf0 amd64 2.44-3 [88.6 kB]
2026-06-24T07:49:55.535Z,backend,Get:6 http://deb.debian.org/debian trixie/main amd64 libctf0 amd64 2.44-3 [88.6 kB]
2026-06-24T07:49:55.538Z,backend,Get:7 http://deb.debian.org/debian trixie/main amd64 libjansson4 amd64 2.14-2+b3 [39.8 kB]
2026-06-24T07:49:55.538Z,backend,Get:7 http://deb.debian.org/debian trixie/main amd64 libjansson4 amd64 2.14-2+b3 [39.8 kB]
2026-06-24T07:49:55.541Z,backend,Get:8 http://deb.debian.org/debian trixie/main amd64 binutils-x86-64-linux-gnu amd64 2.44-3 [1014 kB]
2026-06-24T07:49:55.541Z,backend,Get:8 http://deb.debian.org/debian trixie/main amd64 binutils-x86-64-linux-gnu amd64 2.44-3 [1014 kB]
2026-06-24T07:49:55.582Z,backend,Get:9 http://deb.debian.org/debian trixie/main amd64 binutils amd64 2.44-3 [265 kB]
2026-06-24T07:49:55.582Z,backend,Get:9 http://deb.debian.org/debian trixie/main amd64 binutils amd64 2.44-3 [265 kB]
2026-06-24T07:49:55.601Z,backend,Get:10 http://deb.debian.org/debian trixie/main amd64 libisl23 amd64 0.27-1 [659 kB]
2026-06-24T07:49:55.601Z,backend,Get:10 http://deb.debian.org/debian trixie/main amd64 libisl23 amd64 0.27-1 [659 kB]
2026-06-24T07:49:55.631Z,backend,Get:11 http://deb.debian.org/debian trixie/main amd64 libmpfr6 amd64 4.2.2-1 [729 kB]
2026-06-24T07:49:55.631Z,backend,Get:11 http://deb.debian.org/debian trixie/main amd64 libmpfr6 amd64 4.2.2-1 [729 kB]
2026-06-24T07:49:55.668Z,backend,Get:12 http://deb.debian.org/debian trixie/main amd64 libmpc3 amd64 1.3.1-1+b3 [52.2 kB]
2026-06-24T07:49:55.668Z,backend,Get:12 http://deb.debian.org/debian trixie/main amd64 libmpc3 amd64 1.3.1-1+b3 [52.2 kB]
2026-06-24T07:49:55.671Z,backend,Get:13 http://deb.debian.org/debian trixie/main amd64 cpp-14-x86-64-linux-gnu amd64 14.2.0-19 [11.0 MB]
2026-06-24T07:49:55.671Z,backend,Get:13 http://deb.debian.org/debian trixie/main amd64 cpp-14-x86-64-linux-gnu amd64 14.2.0-19 [11.0 MB]
2026-06-24T07:49:56.145Z,backend,Get:14 http://deb.debian.org/debian trixie/main amd64 cpp-14 amd64 14.2.0-19 [1280 B]
2026-06-24T07:49:56.145Z,backend,Get:15 http://deb.debian.org/debian trixie/main amd64 cpp-x86-64-linux-gnu amd64 4:14.2.0-1 [4840 B]
2026-06-24T07:49:56.145Z,backend,Get:14 http://deb.debian.org/debian trixie/main amd64 cpp-14 amd64 14.2.0-19 [1280 B]
2026-06-24T07:49:56.145Z,backend,Get:15 http://deb.debian.org/debian trixie/main amd64 cpp-x86-64-linux-gnu amd64 4:14.2.0-1 [4840 B]
2026-06-24T07:49:56.146Z,backend,Get:16 http://deb.debian.org/debian trixie/main amd64 cpp amd64 4:14.2.0-1 [1568 B]
2026-06-24T07:49:56.146Z,backend,Get:16 http://deb.debian.org/debian trixie/main amd64 cpp amd64 4:14.2.0-1 [1568 B]
2026-06-24T07:49:56.147Z,backend,Get:17 http://deb.debian.org/debian trixie/main amd64 libcc1-0 amd64 14.2.0-19 [42.8 kB]
2026-06-24T07:49:56.147Z,backend,Get:18 http://deb.debian.org/debian trixie/main amd64 libgomp1 amd64 14.2.0-19 [137 kB]
2026-06-24T07:49:56.147Z,backend,Get:17 http://deb.debian.org/debian trixie/main amd64 libcc1-0 amd64 14.2.0-19 [42.8 kB]
2026-06-24T07:49:56.147Z,backend,Get:18 http://deb.debian.org/debian trixie/main amd64 libgomp1 amd64 14.2.0-19 [137 kB]
2026-06-24T07:49:56.152Z,backend,Get:19 http://deb.debian.org/debian trixie/main amd64 libitm1 amd64 14.2.0-19 [26.0 kB]
2026-06-24T07:49:56.152Z,backend,Get:19 http://deb.debian.org/debian trixie/main amd64 libitm1 amd64 14.2.0-19 [26.0 kB]
2026-06-24T07:49:56.153Z,backend,Get:20 http://deb.debian.org/debian trixie/main amd64 libatomic1 amd64 14.2.0-19 [9308 B]
2026-06-24T07:49:56.153Z,backend,Get:20 http://deb.debian.org/debian trixie/main amd64 libatomic1 amd64 14.2.0-19 [9308 B]
2026-06-24T07:49:56.154Z,backend,Get:21 http://deb.debian.org/debian trixie/main amd64 libasan8 amd64 14.2.0-19 [2725 kB]
2026-06-24T07:49:56.154Z,backend,Get:21 http://deb.debian.org/debian trixie/main amd64 libasan8 amd64 14.2.0-19 [2725 kB]
2026-06-24T07:49:56.247Z,backend,Get:22 http://deb.debian.org/debian trixie/main amd64 liblsan0 amd64 14.2.0-19 [1204 kB]
2026-06-24T07:49:56.247Z,backend,Get:22 http://deb.debian.org/debian trixie/main amd64 liblsan0 amd64 14.2.0-19 [1204 kB]
2026-06-24T07:49:56.312Z,backend,Get:23 http://deb.debian.org/debian trixie/main amd64 libtsan2 amd64 14.2.0-19 [2460 kB]
2026-06-24T07:49:56.312Z,backend,Get:23 http://deb.debian.org/debian trixie/main amd64 libtsan2 amd64 14.2.0-19 [2460 kB]
2026-06-24T07:49:56.420Z,backend,Get:24 http://deb.debian.org/debian trixie/main amd64 libubsan1 amd64 14.2.0-19 [1074 kB]
2026-06-24T07:49:56.420Z,backend,Get:24 http://deb.debian.org/debian trixie/main amd64 libubsan1 amd64 14.2.0-19 [1074 kB]
2026-06-24T07:49:56.471Z,backend,Get:25 http://deb.debian.org/debian trixie/main amd64 libhwasan0 amd64 14.2.0-19 [1488 kB]
2026-06-24T07:49:56.471Z,backend,Get:25 http://deb.debian.org/debian trixie/main amd64 libhwasan0 amd64 14.2.0-19 [1488 kB]
2026-06-24T07:49:56.531Z,backend,Get:26 http://deb.debian.org/debian trixie/main amd64 libquadmath0 amd64 14.2.0-19 [145 kB]
2026-06-24T07:49:56.531Z,backend,Get:26 http://deb.debian.org/debian trixie/main amd64 libquadmath0 amd64 14.2.0-19 [145 kB]
2026-06-24T07:49:56.538Z,backend,Get:27 http://deb.debian.org/debian trixie/main amd64 libgcc-14-dev amd64 14.2.0-19 [2672 kB]
2026-06-24T07:49:56.538Z,backend,Get:27 http://deb.debian.org/debian trixie/main amd64 libgcc-14-dev amd64 14.2.0-19 [2672 kB]
2026-06-24T07:49:56.650Z,backend,Get:28 http://deb.debian.org/debian trixie/main amd64 gcc-14-x86-64-linux-gnu amd64 14.2.0-19 [21.4 MB]
2026-06-24T07:49:56.650Z,backend,Get:28 http://deb.debian.org/debian trixie/main amd64 gcc-14-x86-64-linux-gnu amd64 14.2.0-19 [21.4 MB]
2026-06-24T07:49:57.729Z,backend,Get:29 http://deb.debian.org/debian trixie/main amd64 gcc-14 amd64 14.2.0-19 [540 kB]
2026-06-24T07:49:57.729Z,backend,Get:29 http://deb.debian.org/debian trixie/main amd64 gcc-14 amd64 14.2.0-19 [540 kB]
2026-06-24T07:49:57.755Z,backend,Get:30 http://deb.debian.org/debian trixie/main amd64 gcc-x86-64-linux-gnu amd64 4:14.2.0-1 [1436 B]
2026-06-24T07:49:57.755Z,backend,Get:31 http://deb.debian.org/debian trixie/main amd64 gcc amd64 4:14.2.0-1 [5136 B]
2026-06-24T07:49:57.755Z,backend,Get:30 http://deb.debian.org/debian trixie/main amd64 gcc-x86-64-linux-gnu amd64 4:14.2.0-1 [1436 B]
2026-06-24T07:49:57.755Z,backend,Get:31 http://deb.debian.org/debian trixie/main amd64 gcc amd64 4:14.2.0-1 [5136 B]
2026-06-24T07:49:57.756Z,backend,Get:32 http://deb.debian.org/debian trixie/main amd64 libcom-err2 amd64 1.47.2-3+b11 [25.0 kB]
2026-06-24T07:49:57.756Z,backend,Get:32 http://deb.debian.org/debian trixie/main amd64 libcom-err2 amd64 1.47.2-3+b11 [25.0 kB]
2026-06-24T07:49:57.758Z,backend,Get:33 http://deb.debian.org/debian-security trixie-security/main amd64 libkrb5support0 amd64 1.21.3-5+deb13u1 [33.1 kB]
2026-06-24T07:49:57.758Z,backend,Get:33 http://deb.debian.org/debian-security trixie-security/main amd64 libkrb5support0 amd64 1.21.3-5+deb13u1 [33.1 kB]
2026-06-24T07:49:57.762Z,backend,Get:34 http://deb.debian.org/debian-security trixie-security/main amd64 libk5crypto3 amd64 1.21.3-5+deb13u1 [81.2 kB]
2026-06-24T07:49:57.762Z,backend,Get:34 http://deb.debian.org/debian-security trixie-security/main amd64 libk5crypto3 amd64 1.21.3-5+deb13u1 [81.2 kB]
2026-06-24T07:49:57.769Z,backend,Get:35 http://deb.debian.org/debian trixie/main amd64 libkeyutils1 amd64 1.6.3-6 [9456 B]
2026-06-24T07:49:57.769Z,backend,Get:36 http://deb.debian.org/debian-security trixie-security/main amd64 libkrb5-3 amd64 1.21.3-5+deb13u1 [326 kB]
2026-06-24T07:49:57.769Z,backend,Get:35 http://deb.debian.org/debian trixie/main amd64 libkeyutils1 amd64 1.6.3-6 [9456 B]
2026-06-24T07:49:57.769Z,backend,Get:36 http://deb.debian.org/debian-security trixie-security/main amd64 libkrb5-3 amd64 1.21.3-5+deb13u1 [326 kB]
2026-06-24T07:49:57.789Z,backend,Get:37 http://deb.debian.org/debian-security trixie-security/main amd64 libgssapi-krb5-2 amd64 1.21.3-5+deb13u1 [138 kB]
2026-06-24T07:49:57.789Z,backend,Get:37 http://deb.debian.org/debian-security trixie-security/main amd64 libgssapi-krb5-2 amd64 1.21.3-5+deb13u1 [138 kB]
2026-06-24T07:49:57.801Z,backend,Get:38 http://deb.debian.org/debian trixie/main amd64 libsasl2-modules-db amd64 2.1.28+dfsg1-9 [19.8 kB]
2026-06-24T07:49:57.801Z,backend,Get:38 http://deb.debian.org/debian trixie/main amd64 libsasl2-modules-db amd64 2.1.28+dfsg1-9 [19.8 kB]
2026-06-24T07:49:57.803Z,backend,Get:39 http://deb.debian.org/debian trixie/main amd64 libsasl2-2 amd64 2.1.28+dfsg1-9 [57.5 kB]
2026-06-24T07:49:57.803Z,backend,Get:39 http://deb.debian.org/debian trixie/main amd64 libsasl2-2 amd64 2.1.28+dfsg1-9 [57.5 kB]
2026-06-24T07:49:57.809Z,backend,Get:40 http://deb.debian.org/debian trixie/main amd64 libldap2 amd64 2.6.10+dfsg-1 [194 kB]
2026-06-24T07:49:57.809Z,backend,Get:40 http://deb.debian.org/debian trixie/main amd64 libldap2 amd64 2.6.10+dfsg-1 [194 kB]
2026-06-24T07:49:57.824Z,backend,Get:41 http://deb.debian.org/debian-security trixie-security/main amd64 libpq5 amd64 17.10-0+deb13u1 [230 kB]
2026-06-24T07:49:57.824Z,backend,Get:41 http://deb.debian.org/debian-security trixie-security/main amd64 libpq5 amd64 17.10-0+deb13u1 [230 kB]
2026-06-24T07:49:57.850Z,backend,Get:42 http://deb.debian.org/debian-security trixie-security/main amd64 libssl-dev amd64 3.5.6-1~deb13u2 [2959 kB]
2026-06-24T07:49:57.850Z,backend,Get:42 http://deb.debian.org/debian-security trixie-security/main amd64 libssl-dev amd64 3.5.6-1~deb13u2 [2959 kB]
2026-06-24T07:49:58.007Z,backend,Get:43 http://deb.debian.org/debian-security trixie-security/main amd64 libpq-dev amd64 17.10-0+deb13u1 [154 kB]
2026-06-24T07:49:58.007Z,backend,Get:43 http://deb.debian.org/debian-security trixie-security/main amd64 libpq-dev amd64 17.10-0+deb13u1 [154 kB]
2026-06-24T07:49:58.237Z,backend,debconf: unable to initialize frontend: Dialog
2026-06-24T07:49:58.237Z,backend,"debconf: (TERM is not set, so the dialog frontend is not usable.)"
2026-06-24T07:49:58.237Z,backend,debconf: falling back to frontend: Readline
2026-06-24T07:49:58.237Z,backend,debconf: unable to initialize frontend: Dialog
2026-06-24T07:49:58.237Z,backend,"debconf: (TERM is not set, so the dialog frontend is not usable.)"
2026-06-24T07:49:58.237Z,backend,debconf: falling back to frontend: Readline
2026-06-24T07:49:58.238Z,backend,debconf: unable to initialize frontend: Readline
2026-06-24T07:49:58.238Z,backend,"debconf: (Can't locate Term/ReadLine.pm in @INC (you may need to install the Term::ReadLine module) (@INC entries checked: /etc/perl /usr/local/lib/x86_64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib/x86_64-linux-gnu/perl5/5.40 /usr/share/perl5 /usr/lib/x86_64-linux-gnu/perl-base /usr/lib/x86_64-linux-gnu/perl/5.40 /usr/share/perl/5.40 /usr/local/lib/site_perl) at /usr/share/perl5/Debconf/FrontEnd/Readline.pm line 8, <STDIN> line 43.)"
2026-06-24T07:49:58.238Z,backend,debconf: falling back to frontend: Teletype
2026-06-24T07:49:58.238Z,backend,debconf: unable to initialize frontend: Readline
2026-06-24T07:49:58.238Z,backend,"debconf: (Can't locate Term/ReadLine.pm in @INC (you may need to install the Term::ReadLine module) (@INC entries checked: /etc/perl /usr/local/lib/x86_64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib/x86_64-linux-gnu/perl5/5.40 /usr/share/perl5 /usr/lib/x86_64-linux-gnu/perl-base /usr/lib/x86_64-linux-gnu/perl/5.40 /usr/share/perl/5.40 /usr/local/lib/site_perl) at /usr/share/perl5/Debconf/FrontEnd/Readline.pm line 8, <STDIN> line 43.)"
2026-06-24T07:49:58.238Z,backend,debconf: falling back to frontend: Teletype
2026-06-24T07:49:58.246Z,backend,debconf: unable to initialize frontend: Teletype
2026-06-24T07:49:58.246Z,backend,debconf: (This frontend requires a controlling tty.)
2026-06-24T07:49:58.246Z,backend,debconf: falling back to frontend: Noninteractive
2026-06-24T07:49:58.246Z,backend,debconf: unable to initialize frontend: Teletype
2026-06-24T07:49:58.246Z,backend,debconf: (This frontend requires a controlling tty.)
2026-06-24T07:49:58.246Z,backend,debconf: falling back to frontend: Noninteractive
2026-06-24T07:50:00.401Z,backend,Fetched 56.1 MB in 3s (20.1 MB/s)
2026-06-24T07:50:00.401Z,backend,Fetched 56.1 MB in 3s (20.1 MB/s)
2026-06-24T07:50:00.437Z,backend,Selecting previously unselected package libsframe1:amd64.
2026-06-24T07:50:00.437Z,backend,(Reading database ...
2026-06-24T07:50:00.437Z,backend,Selecting previously unselected package libsframe1:amd64.
2026-06-24T07:50:00.437Z,backend,(Reading database ...
2026-06-24T07:50:00.438Z,backend,"(Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ..."
2026-06-24T07:50:00.438Z,backend,"(Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ..."
2026-06-24T07:50:00.439Z,backend,"30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%"
2026-06-24T07:50:00.439Z,backend,
2026-06-24T07:50:00.439Z,backend,"30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%"
2026-06-24T07:50:00.439Z,backend,
2026-06-24T07:50:00.442Z,backend,(Reading database ... 75%
2026-06-24T07:50:00.442Z,backend,(Reading database ... 80%
2026-06-24T07:50:00.442Z,backend,(Reading database ... 75%
2026-06-24T07:50:00.442Z,backend,(Reading database ... 80%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 85%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 90%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 95%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 85%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 90%
2026-06-24T07:50:00.443Z,backend,(Reading database ... 95%
2026-06-24T07:50:00.444Z,backend,"(Reading database ... 100%(Reading database ... 5645 files and directories currently installed.)"
2026-06-24T07:50:00.444Z,backend,"(Reading database ... 100%(Reading database ... 5645 files and directories currently installed.)"
2026-06-24T07:50:00.445Z,backend,Preparing to unpack .../00-libsframe1_2.44-3_amd64.deb ...
2026-06-24T07:50:00.445Z,backend,Preparing to unpack .../00-libsframe1_2.44-3_amd64.deb ...
2026-06-24T07:50:00.463Z,backend,Unpacking libsframe1:amd64 (2.44-3) ...
2026-06-24T07:50:00.463Z,backend,Unpacking libsframe1:amd64 (2.44-3) ...
2026-06-24T07:50:00.514Z,backend,Selecting previously unselected package binutils-common:amd64.
2026-06-24T07:50:00.514Z,backend,Selecting previously unselected package binutils-common:amd64.
2026-06-24T07:50:00.515Z,backend,Preparing to unpack .../01-binutils-common_2.44-3_amd64.deb ...
2026-06-24T07:50:00.515Z,backend,Preparing to unpack .../01-binutils-common_2.44-3_amd64.deb ...
2026-06-24T07:50:00.523Z,backend,Unpacking binutils-common:amd64 (2.44-3) ...
2026-06-24T07:50:00.523Z,backend,Unpacking binutils-common:amd64 (2.44-3) ...
2026-06-24T07:50:00.733Z,backend,Selecting previously unselected package libbinutils:amd64.
2026-06-24T07:50:00.733Z,backend,Selecting previously unselected package libbinutils:amd64.
2026-06-24T07:50:00.734Z,backend,Preparing to unpack .../02-libbinutils_2.44-3_amd64.deb ...
2026-06-24T07:50:00.734Z,backend,Preparing to unpack .../02-libbinutils_2.44-3_amd64.deb ...
2026-06-24T07:50:00.739Z,backend,Unpacking libbinutils:amd64 (2.44-3) ...
2026-06-24T07:50:00.739Z,backend,Unpacking libbinutils:amd64 (2.44-3) ...
2026-06-24T07:50:00.836Z,backend,Selecting previously unselected package libgprofng0:amd64.
2026-06-24T07:50:00.836Z,backend,Selecting previously unselected package libgprofng0:amd64.
2026-06-24T07:50:00.837Z,backend,Preparing to unpack .../03-libgprofng0_2.44-3_amd64.deb ...
2026-06-24T07:50:00.837Z,backend,Preparing to unpack .../03-libgprofng0_2.44-3_amd64.deb ...
2026-06-24T07:50:00.852Z,backend,Unpacking libgprofng0:amd64 (2.44-3) ...
2026-06-24T07:50:00.852Z,backend,Unpacking libgprofng0:amd64 (2.44-3) ...
2026-06-24T07:50:00.992Z,backend,Selecting previously unselected package libctf-nobfd0:amd64.
2026-06-24T07:50:00.992Z,backend,Selecting previously unselected package libctf-nobfd0:amd64.
